Tipo de hogar;Gastos totales, medios y distribución porcentual;Grupos de gasto (2 dígitos);Periodo;Total
Un adulto con hijos;Gasto medio por hogar;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2008;530,53
Un adulto con hijos;Gasto medio por hogar;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2007;485,82
Un adulto con hijos;Gasto medio por hogar;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2006;450,52
Un adulto con hijos;Gasto medio por hogar;Grupo 3. Artículos de vestir y calzado;2015;1.200,89
Un adulto con hijos;Gasto medio por hogar;Grupo 3. Artículos de vestir y calzado;2014;1.152,95
Un adulto con hijos;Gasto medio por hogar;Grupo 3. Artículos de vestir y calzado;2013;1.162,81
Un adulto con hijos;Gasto medio por hogar;Grupo 3. Artículos de vestir y calzado;2012;1.187,46
Un adulto con hijos;Gasto medio por hogar;Grupo 3. Artículos de vestir y calzado;2011;1.257,07
Un adulto con hijos;Gasto medio por hogar;Grupo 3. Artículos de vestir y calzado;2010;1.507,85
Un adulto con hijos;Gasto medio por hogar;Grupo 3. Artículos de vestir y calzado;2009;1.547,62
Un adulto con hijos;Gasto medio por hogar;Grupo 3. Artículos de vestir y calzado;2008;1.576,68
Un adulto con hijos;Gasto medio por hogar;Grupo 3. Artículos de vestir y calzado;2007;1.779,08
Un adulto con hijos;Gasto medio por hogar;Grupo 3. Artículos de vestir y calzado;2006;1.574,33
Un adulto con hijos;Gasto medio por hogar;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2015;8.059,42
Un adulto con hijos;Gasto medio por hogar;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2014;8.221,76
Un adulto con hijos;Gasto medio por hogar;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2013;8.666,90
Un adulto con hijos;Gasto medio por hogar;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2012;8.698,03
Un adulto con hijos;Gasto medio por hogar;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2011;8.856,42
Un adulto con hijos;Gasto medio por hogar;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2010;8.481,50
Un adulto con hijos;Gasto medio por hogar;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2009;8.458,90
Un adulto con hijos;Gasto medio por hogar;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2008;8.424,44
Un adulto con hijos;Gasto medio por hogar;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2007;7.548,39
Un adulto con hijos;Gasto medio por hogar;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2006;7.137,26
Un adulto con hijos;Gasto medio por hogar;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2015;973,10
Un adulto con hijos;Gasto medio por hogar;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2014;971,39
Un adulto con hijos;Gasto medio por hogar;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2013;1.106,91
Un adulto con hijos;Gasto medio por hogar;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2012;1.031,41
Un adulto con hijos;Gasto medio por hogar;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2011;1.173,15
Un adulto con hijos;Gasto medio por hogar;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2010;1.141,56
Un adulto con hijos;Gasto medio por hogar;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2009;1.268,84
Un adulto con hijos;Gasto medio por hogar;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2008;1.411,18
Un adulto con hijos;Gasto medio por hogar;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2007;1.472,14
Un adulto con hijos;Gasto medio por hogar;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2006;1.576,74
Un adulto con hijos;Gasto medio por hogar;Grupo 6. Salud;2015;905,03
Un adulto con hijos;Gasto medio por hogar;Grupo 6. Salud;2014;778,39
Un adulto con hijos;Gasto medio por hogar;Grupo 6. Salud;2013;753,33
Un adulto con hijos;Gasto medio por hogar;Grupo 6. Salud;2012;841,07
Un adulto con hijos;Gasto medio por hogar;Grupo 6. Salud;2011;765,17
Un adulto con hijos;Gasto medio por hogar;Grupo 6. Salud;2010;842,24
Un adulto con hijos;Gasto medio por hogar;Grupo 6. Salud;2009;813,25
Un adulto con hijos;Gasto medio por hogar;Grupo 6. Salud;2008;904,02
Un adulto con hijos;Gasto medio por hogar;Grupo 6. Salud;2007;846,09
Un adulto con hijos;Gasto medio por hogar;Grupo 6. Salud;2006;859,02
Un adulto con hijos;Gasto medio por hogar;Grupo 7. Transportes;2015;2.293,99
Un adulto con hijos;Gasto medio por hogar;Grupo 7. Transportes;2014;2.442,05
Un adulto con hijos;Gasto medio por hogar;Grupo 7. Transportes;2013;2.440,43
Un adulto con hijos;Gasto medio por hogar;Grupo 7. Transportes;2012;2.632,90
Un adulto con hijos;Gasto medio por hogar;Grupo 7. Transportes;2011;2.591,08
Un adulto con hijos;Gasto medio por hogar;Grupo 7. Transportes;2010;2.655,44
Un adulto con hijos;Gasto medio por hogar;Grupo 7. Transportes;2009;2.721,33
Un adulto con hijos;Gasto medio por hogar;Grupo 7. Transportes;2008;3.127,65
Un adulto con hijos;Gasto medio por hogar;Grupo 7. Transportes;2007;2.973,48
Un adulto con hijos;Gasto medio por hogar;Grupo 7. Transportes;2006;3.054,74
Un adulto con hijos;Gasto medio por hogar;Grupo 8. Comunicaciones;2015;783,34
Un adulto con hijos;Gasto medio por hogar;Grupo 8. Comunicaciones;2014;793,62
Un adulto con hijos;Gasto medio por hogar;Grupo 8. Comunicaciones;2013;833,36
Un adulto con hijos;Gasto medio por hogar;Grupo 8. Comunicaciones;2012;881,53
Un adulto con hijos;Gasto medio por hogar;Grupo 8. Comunicaciones;2011;876,05
Un adulto con hijos;Gasto medio por hogar;Grupo 8. Comunicaciones;2010;890,92
Un adulto con hijos;Gasto medio por hogar;Grupo 8. Comunicaciones;2009;942,84
Un adulto con hijos;Gasto medio por hogar;Grupo 8. Comunicaciones;2008;936,60
Un adulto con hijos;Gasto medio por hogar;Grupo 8. Comunicaciones;2007;888,45
Un adulto con hijos;Gasto medio por hogar;Grupo 8. Comunicaciones;2006;820,38
Un adulto con hijos;Gasto medio por hogar;Grupo 9. Ocio, espectáculos y cultura;2015;1.195,55
Un adulto con hijos;Gasto medio por hogar;Grupo 9. Ocio, espectáculos y cultura;2014;1.199,41
Un adulto con hijos;Gasto medio por hogar;Grupo 9. Ocio, espectáculos y cultura;2013;1.155,41
Un adulto con hijos;Gasto medio por hogar;Grupo 9. Ocio, espectáculos y cultura;2012;1.236,14
Un adulto con hijos;Gasto medio por hogar;Grupo 9. Ocio, espectáculos y cultura;2011;1.410,55
Un adulto con hijos;Gasto medio por hogar;Grupo 9. Ocio, espectáculos y cultura;2010;1.575,33
Un adulto con hijos;Gasto medio por hogar;Grupo 9. Ocio, espectáculos y cultura;2009;1.646,66
Un adulto con hijos;Gasto medio por hogar;Grupo 9. Ocio, espectáculos y cultura;2008;1.593,43
Un adulto con hijos;Gasto medio por hogar;Grupo 9. Ocio, espectáculos y cultura;2007;1.646,18
Un adulto con hijos;Gasto medio por hogar;Grupo 9. Ocio, espectáculos y cultura;2006;1.514,20
Un adulto con hijos;Gasto medio por hogar;Grupo 10. Enseñanza;2015;350,58
Un adulto con hijos;Gasto medio por hogar;Grupo 10. Enseñanza;2014;329,82
Un adulto con hijos;Gasto medio por hogar;Grupo 10. Enseñanza;2013;354,19
Un adulto con hijos;Gasto medio por hogar;Grupo 10. Enseñanza;2012;275,18
Un adulto con hijos;Gasto medio por hogar;Grupo 10. Enseñanza;2011;327,20
Un adulto con hijos;Gasto medio por hogar;Grupo 10. Enseñanza;2010;317,01
Un adulto con hijos;Gasto medio por hogar;Grupo 10. Enseñanza;2009;243,91
Un adulto con hijos;Gasto medio por hogar;Grupo 10. Enseñanza;2008;278,05
Un adulto con hijos;Gasto medio por hogar;Grupo 10. Enseñanza;2007;215,43
Un adulto con hijos;Gasto medio por hogar;Grupo 10. Enseñanza;2006;221,71
Un adulto con hijos;Gasto medio por hogar;Grupo 11. Hoteles, cafés y restaurantes;2015;1.945,83
Un adulto con hijos;Gasto medio por hogar;Grupo 11. Hoteles, cafés y restaurantes;2014;1.691,89
Un adulto con hijos;Gasto medio por hogar;Grupo 11. Hoteles, cafés y restaurantes;2013;1.630,63
Un adulto con hijos;Gasto medio por hogar;Grupo 11. Hoteles, cafés y restaurantes;2012;1.919,93
Un adulto con hijos;Gasto medio por hogar;Grupo 11. Hoteles, cafés y restaurantes;2011;1.858,20
Un adulto con hijos;Gasto medio por hogar;Grupo 11. Hoteles, cafés y restaurantes;2010;1.981,49
Un adulto con hijos;Gasto medio por hogar;Grupo 11. Hoteles, cafés y restaurantes;2009;2.106,79
Un adulto con hijos;Gasto medio por hogar;Grupo 11. Hoteles, cafés y restaurantes;2008;2.259,27
Un adulto con hijos;Gasto medio por hogar;Grupo 11. Hoteles, cafés y restaurantes;2007;2.379,83
Un adulto con hijos;Gasto medio por hogar;Grupo 11. Hoteles, cafés y restaurantes;2006;2.115,64
Un adulto con hijos;Gasto medio por hogar;Grupo 12. Otros bienes y servicios;2015;1.852,67
Un adulto con hijos;Gasto medio por hogar;Grupo 12. Otros bienes y servicios;2014;1.887,42
Un adulto con hijos;Gasto medio por hogar;Grupo 12. Otros bienes y servicios;2013;1.894,49
Un adulto con hijos;Gasto medio por hogar;Grupo 12. Otros bienes y servicios;2012;1.942,06
Un adulto con hijos;Gasto medio por hogar;Grupo 12. Otros bienes y servicios;2011;2.037,24
Un adulto con hijos;Gasto medio por hogar;Grupo 12. Otros bienes y servicios;2010;2.123,16
Un adulto con hijos;Gasto medio por hogar;Grupo 12. Otros bienes y servicios;2009;2.119,81
Un adulto con hijos;Gasto medio por hogar;Grupo 12. Otros bienes y servicios;2008;2.310,94
Un adulto con hijos;Gasto medio por hogar;Grupo 12. Otros bienes y servicios;2007;2.128,61
Un adulto con hijos;Gasto medio por hogar;Grupo 12. Otros bienes y servicios;2006;2.144,97
Un adulto con hijos;Gasto medio por persona;Grupo 1. Alimentos y bebidas no alcohólicas ;2015;1.550,45
Un adulto con hijos;Gasto medio por persona;Grupo 1. Alimentos y bebidas no alcohólicas ;2014;1.571,27
Un adulto con hijos;Gasto medio por persona;Grupo 1. Alimentos y bebidas no alcohólicas ;2013;1.568,29
Un adulto con hijos;Gasto medio por persona;Grupo 1. Alimentos y bebidas no alcohólicas ;2012;1.596,65
Un adulto con hijos;Gasto medio por persona;Grupo 1. Alimentos y bebidas no alcohólicas ;2011;1.582,33
Un adulto con hijos;Gasto medio por persona;Grupo 1. Alimentos y bebidas no alcohólicas ;2010;1.622,07
Un adulto con hijos;Gasto medio por persona;Grupo 1. Alimentos y bebidas no alcohólicas ;2009;1.660,55
Un adulto con hijos;Gasto medio por persona;Grupo 1. Alimentos y bebidas no alcohólicas ;2008;1.763,10
Un adulto con hijos;Gasto medio por persona;Grupo 1. Alimentos y bebidas no alcohólicas ;2007;1.668,52
Un adulto con hijos;Gasto medio por persona;Grupo 1. Alimentos y bebidas no alcohólicas ;2006;1.644,50
Un adulto con hijos;Gasto medio por persona;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2015;195,50
Un adulto con hijos;Gasto medio por persona;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2014;191,69
Un adulto con hijos;Gasto medio por persona;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2013;199,20
Un adulto con hijos;Gasto medio por persona;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2012;240,70
Un adulto con hijos;Gasto medio por persona;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2011;244,62
Un adulto con hijos;Gasto medio por persona;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2010;246,70
Un adulto con hijos;Gasto medio por persona;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2009;225,97
Un adulto con hijos;Gasto medio por persona;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2008;221,45
Un adulto con hijos;Gasto medio por persona;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2007;203,56
Un adulto con hijos;Gasto medio por persona;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2006;186,62
Un adulto con hijos;Gasto medio por persona;Grupo 3. Artículos de vestir y calzado;2015;503,07
Un adulto con hijos;Gasto medio por persona;Grupo 3. Artículos de vestir y calzado;2014;486,99
Un adulto con hijos;Gasto medio por persona;Grupo 3. Artículos de vestir y calzado;2013;491,47
Un adulto con hijos;Gasto medio por persona;Grupo 3. Artículos de vestir y calzado;2012;495,33
Un adulto con hijos;Gasto medio por persona;Grupo 3. Artículos de vestir y calzado;2011;523,59
Un adulto con hijos;Gasto medio por persona;Grupo 3. Artículos de vestir y calzado;2010;635,34
Un adulto con hijos;Gasto medio por persona;Grupo 3. Artículos de vestir y calzado;2009;641,43
Un adulto con hijos;Gasto medio por persona;Grupo 3. Artículos de vestir y calzado;2008;658,13
Un adulto con hijos;Gasto medio por persona;Grupo 3. Artículos de vestir y calzado;2007;745,46
Un adulto con hijos;Gasto medio por persona;Grupo 3. Artículos de vestir y calzado;2006;652,15
Un adulto con hijos;Gasto medio por persona;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2015;3.376,19
Un adulto con hijos;Gasto medio por persona;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2014;3.472,75
Un adulto con hijos;Gasto medio por persona;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2013;3.663,16
Un adulto con hijos;Gasto medio por persona;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2012;3.628,25
Un adulto con hijos;Gasto medio por persona;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2011;3.688,86
Un adulto con hijos;Gasto medio por persona;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2010;3.573,71
Un adulto con hijos;Gasto medio por persona;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2009;3.505,88
Un adulto con hijos;Gasto medio por persona;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2008;3.516,49
Un adulto con hijos;Gasto medio por persona;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2007;3.162,88
Un adulto con hijos;Gasto medio por persona;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2006;2.956,54
Un adulto con hijos;Gasto medio por persona;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2015;407,64
Un adulto con hijos;Gasto medio por persona;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2014;410,30
Un adulto con hijos;Gasto medio por persona;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2013;467,85
Un adulto con hijos;Gasto medio por persona;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2012;430,24
Un adulto con hijos;Gasto medio por persona;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2011;488,64
Un adulto con hijos;Gasto medio por persona;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2010;481,00
Un adulto con hijos;Gasto medio por persona;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2009;525,89
Un adulto con hijos;Gasto medio por persona;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2008;589,05
Un adulto con hijos;Gasto medio por persona;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2007;616,85
Un adulto con hijos;Gasto medio por persona;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2006;653,15
Un adulto con hijos;Gasto medio por persona;Grupo 6. Salud;2015;379,13
Un adulto con hijos;Gasto medio por persona;Grupo 6. Salud;2014;328,78
Un adulto con hijos;Gasto medio por persona;Grupo 6. Salud;2013;318,40
Un adulto con hijos;Gasto medio por persona;Grupo 6. Salud;2012;350,84
Un adulto con hijos;Gasto medio por persona;Grupo 6. Salud;2011;318,71
Un adulto con hijos;Gasto medio por persona;Grupo 6. Salud;2010;354,88
Un adulto con hijos;Gasto medio por persona;Grupo 6. Salud;2009;337,06
Un adulto con hijos;Gasto medio por persona;Grupo 6. Salud;2008;377,35
Un adulto con hijos;Gasto medio por persona;Grupo 6. Salud;2007;354,52
Un adulto con hijos;Gasto medio por persona;Grupo 6. Salud;2006;355,84
Un adulto con hijos;Gasto medio por persona;Grupo 7. Transportes;2015;960,98
Un adulto con hijos;Gasto medio por persona;Grupo 7. Transportes;2014;1.031,49
Un adulto con hijos;Gasto medio por persona;Grupo 7. Transportes;2013;1.031,47
Un adulto con hijos;Gasto medio por persona;Grupo 7. Transportes;2012;1.098,27
Un adulto con hijos;Gasto medio por persona;Grupo 7. Transportes;2011;1.079,23
Un adulto con hijos;Gasto medio por persona;Grupo 7. Transportes;2010;1.118,88
Un adulto con hijos;Gasto medio por persona;Grupo 7. Transportes;2009;1.127,88
Un adulto con hijos;Gasto medio por persona;Grupo 7. Transportes;2008;1.305,53
Un adulto con hijos;Gasto medio por persona;Grupo 7. Transportes;2007;1.245,93
Un adulto con hijos;Gasto medio por persona;Grupo 7. Transportes;2006;1.265,39
Un adulto con hijos;Gasto medio por persona;Grupo 8. Comunicaciones;2015;328,15
Un adulto con hijos;Gasto medio por persona;Grupo 8. Comunicaciones;2014;335,21
Un adulto con hijos;Gasto medio por persona;Grupo 8. Comunicaciones;2013;352,23
Un adulto con hijos;Gasto medio por persona;Grupo 8. Comunicaciones;2012;367,71
Un adulto con hijos;Gasto medio por persona;Grupo 8. Comunicaciones;2011;364,89
Un adulto con hijos;Gasto medio por persona;Grupo 8. Comunicaciones;2010;375,39
Un adulto con hijos;Gasto medio por persona;Grupo 8. Comunicaciones;2009;390,77
Un adulto con hijos;Gasto medio por persona;Grupo 8. Comunicaciones;2008;390,95
Un adulto con hijos;Gasto medio por persona;Grupo 8. Comunicaciones;2007;372,27
Un adulto con hijos;Gasto medio por persona;Grupo 8. Comunicaciones;2006;339,84
Un adulto con hijos;Gasto medio por persona;Grupo 9. Ocio, espectáculos y cultura;2015;500,83
Un adulto con hijos;Gasto medio por persona;Grupo 9. Ocio, espectáculos y cultura;2014;506,62
Un adulto con hijos;Gasto medio por persona;Grupo 9. Ocio, espectáculos y cultura;2013;488,35
Un adulto con hijos;Gasto medio por persona;Grupo 9. Ocio, espectáculos y cultura;2012;515,63
Un adulto con hijos;Gasto medio por persona;Grupo 9. Ocio, espectáculos y cultura;2011;587,52
Un adulto con hijos;Gasto medio por persona;Grupo 9. Ocio, espectáculos y cultura;2010;663,77
Un adulto con hijos;Gasto medio por persona;Grupo 9. Ocio, espectáculos y cultura;2009;682,48
Un adulto con hijos;Gasto medio por persona;Grupo 9. Ocio, espectáculos y cultura;2008;665,12
Un adulto con hijos;Gasto medio por persona;Grupo 9. Ocio, espectáculos y cultura;2007;689,77
Un adulto con hijos;Gasto medio por persona;Grupo 9. Ocio, espectáculos y cultura;2006;627,24
Un adulto con hijos;Gasto medio por persona;Grupo 10. Enseñanza;2015;146,86
Un adulto con hijos;Gasto medio por persona;Grupo 10. Enseñanza;2014;139,31
Un adulto con hijos;Gasto medio por persona;Grupo 10. Enseñanza;2013;149,70
Un adulto con hijos;Gasto medio por persona;Grupo 10. Enseñanza;2012;114,79
Un adulto con hijos;Gasto medio por persona;Grupo 10. Enseñanza;2011;136,28
Un adulto con hijos;Gasto medio por persona;Grupo 10. Enseñanza;2010;133,57
Un adulto con hijos;Gasto medio por persona;Grupo 10. Enseñanza;2009;101,09
Un adulto con hijos;Gasto medio por persona;Grupo 10. Enseñanza;2008;116,06
Un adulto con hijos;Gasto medio por persona;Grupo 10. Enseñanza;2007;90,27
Un adulto con hijos;Gasto medio por persona;Grupo 10. Enseñanza;2006;91,84
Un adulto con hijos;Gasto medio por persona;Grupo 11. Hoteles, cafés y restaurantes;2015;815,13
Un adulto con hijos;Gasto medio por persona;Grupo 11. Hoteles, cafés y restaurantes;2014;714,63
Un adulto con hijos;Gasto medio por persona;Grupo 11. Hoteles, cafés y restaurantes;2013;689,20
Un adulto con hijos;Gasto medio por persona;Grupo 11. Hoteles, cafés y restaurantes;2012;800,87
Un adulto con hijos;Gasto medio por persona;Grupo 11. Hoteles, cafés y restaurantes;2011;773,97
Un adulto con hijos;Gasto medio por persona;Grupo 11. Hoteles, cafés y restaurantes;2010;834,91
Un adulto con hijos;Gasto medio por persona;Grupo 11. Hoteles, cafés y restaurantes;2009;873,18
Un adulto con hijos;Gasto medio por persona;Grupo 11. Hoteles, cafés y restaurantes;2008;943,05
Un adulto con hijos;Gasto medio por persona;Grupo 11. Hoteles, cafés y restaurantes;2007;997,18
Un adulto con hijos;Gasto medio por persona;Grupo 11. Hoteles, cafés y restaurantes;2006;876,38
Un adulto con hijos;Gasto medio por persona;Grupo 12. Otros bienes y servicios;2015;776,10
Un adulto con hijos;Gasto medio por persona;Grupo 12. Otros bienes y servicios;2014;797,22
Un adulto con hijos;Gasto medio por persona;Grupo 12. Otros bienes y servicios;2013;800,73
Un adulto con hijos;Gasto medio por persona;Grupo 12. Otros bienes y servicios;2012;810,10
Un adulto con hijos;Gasto medio por persona;Grupo 12. Otros bienes y servicios;2011;848,55
Un adulto con hijos;Gasto medio por persona;Grupo 12. Otros bienes y servicios;2010;894,60
Un adulto con hijos;Gasto medio por persona;Grupo 12. Otros bienes y servicios;2009;878,58
Un adulto con hijos;Gasto medio por persona;Grupo 12. Otros bienes y servicios;2008;964,62
Un adulto con hijos;Gasto medio por persona;Grupo 12. Otros bienes y servicios;2007;891,92
Un adulto con hijos;Gasto medio por persona;Grupo 12. Otros bienes y servicios;2006;888,53
Otro tipo de hogar;Gasto medio por hogar;Grupo 1. Alimentos y bebidas no alcohólicas ;2015;5.152,64
Otro tipo de hogar;Gasto medio por hogar;Grupo 1. Alimentos y bebidas no alcohólicas ;2014;5.036,41
Otro tipo de hogar;Gasto medio por hogar;Grupo 1. Alimentos y bebidas no alcohólicas ;2013;5.095,41
Otro tipo de hogar;Gasto medio por hogar;Grupo 1. Alimentos y bebidas no alcohólicas ;2012;5.231,19
Otro tipo de hogar;Gasto medio por hogar;Grupo 1. Alimentos y bebidas no alcohólicas ;2011;5.151,42
Otro tipo de hogar;Gasto medio por hogar;Grupo 1. Alimentos y bebidas no alcohólicas ;2010;5.263,15
Otro tipo de hogar;Gasto medio por hogar;Grupo 1. Alimentos y bebidas no alcohólicas ;2009;5.503,38
Otro tipo de hogar;Gasto medio por hogar;Grupo 1. Alimentos y bebidas no alcohólicas ;2008;6.052,90
Otro tipo de hogar;Gasto medio por hogar;Grupo 1. Alimentos y bebidas no alcohólicas ;2007;5.735,72
Otro tipo de hogar;Gasto medio por hogar;Grupo 1. Alimentos y bebidas no alcohólicas ;2006;5.431,06
Otro tipo de hogar;Gasto medio por hogar;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2015;737,40
Otro tipo de hogar;Gasto medio por hogar;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2014;693,38
Otro tipo de hogar;Gasto medio por hogar;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2013;730,14
Otro tipo de hogar;Gasto medio por hogar;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2012;811,31
Otro tipo de hogar;Gasto medio por hogar;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2011;823,39
Otro tipo de hogar;Gasto medio por hogar;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2010;836,33
Otro tipo de hogar;Gasto medio por hogar;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2009;900,54
Otro tipo de hogar;Gasto medio por hogar;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2008;924,46
Otro tipo de hogar;Gasto medio por hogar;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2007;880,55
Otro tipo de hogar;Gasto medio por hogar;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2006;799,39
Otro tipo de hogar;Gasto medio por hogar;Grupo 3. Artículos de vestir y calzado;2015;1.487,37
Otro tipo de hogar;Gasto medio por hogar;Grupo 3. Artículos de vestir y calzado;2014;1.440,18
Otro tipo de hogar;Gasto medio por hogar;Grupo 3. Artículos de vestir y calzado;2013;1.461,56
Otro tipo de hogar;Gasto medio por hogar;Grupo 3. Artículos de vestir y calzado;2012;1.564,45
Otro tipo de hogar;Gasto medio por hogar;Grupo 3. Artículos de vestir y calzado;2011;1.800,85
Otro tipo de hogar;Gasto medio por hogar;Grupo 3. Artículos de vestir y calzado;2010;1.820,39
Otro tipo de hogar;Gasto medio por hogar;Grupo 3. Artículos de vestir y calzado;2009;2.117,36
Otro tipo de hogar;Gasto medio por hogar;Grupo 3. Artículos de vestir y calzado;2008;2.415,45
Otro tipo de hogar;Gasto medio por hogar;Grupo 3. Artículos de vestir y calzado;2007;2.487,63
Otro tipo de hogar;Gasto medio por hogar;Grupo 3. Artículos de vestir y calzado;2006;2.467,17
Otro tipo de hogar;Gasto medio por hogar;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2015;8.825,09
Otro tipo de hogar;Gasto medio por hogar;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2014;9.048,35
Otro tipo de hogar;Gasto medio por hogar;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2013;9.412,41
Otro tipo de hogar;Gasto medio por hogar;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2012;9.440,71
Otro tipo de hogar;Gasto medio por hogar;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2011;9.419,12
Otro tipo de hogar;Gasto medio por hogar;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2010;9.326,38
Otro tipo de hogar;Gasto medio por hogar;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2009;9.483,44
Otro tipo de hogar;Gasto medio por hogar;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2008;8.927,98
Otro tipo de hogar;Gasto medio por hogar;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2007;8.609,96
Otro tipo de hogar;Gasto medio por hogar;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2006;8.080,82
Otro tipo de hogar;Gasto medio por hogar;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2015;1.418,93
Otro tipo de hogar;Gasto medio por hogar;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2014;1.394,26
Otro tipo de hogar;Gasto medio por hogar;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2013;1.396,80
Otro tipo de hogar;Gasto medio por hogar;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2012;1.632,70
Otro tipo de hogar;Gasto medio por hogar;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2011;1.584,36
Otro tipo de hogar;Gasto medio por hogar;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2010;1.852,79
Otro tipo de hogar;Gasto medio por hogar;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2009;1.868,25
