Comunidad autónoma de residencia;Tipo de hogar (reducida);Gastos totales, medios, distribución e índice;Periodo;Total
17 Rioja, La;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto total;2008;712.280,64
17 Rioja, La;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto total;2007;640.767,40
17 Rioja, La;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto total;2006;607.414,76
17 Rioja, La;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Distribución porcentual;2019;20,31
17 Rioja, La;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Distribución porcentual;2018;20,77
17 Rioja, La;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Distribución porcentual;2017;21,22
17 Rioja, La;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Distribución porcentual;2016;21,13
17 Rioja, La;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Distribución porcentual;2015;20,06
17 Rioja, La;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Distribución porcentual;2014;20,14
17 Rioja, La;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Distribución porcentual;2013;20,02
17 Rioja, La;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Distribución porcentual;2012;19,44
17 Rioja, La;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Distribución porcentual;2011;20,16
17 Rioja, La;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Distribución porcentual;2010;18,37
17 Rioja, La;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Distribución porcentual;2009;19,60
17 Rioja, La;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Distribución porcentual;2008;20,38
17 Rioja, La;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Distribución porcentual;2007;18,42
17 Rioja, La;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Distribución porcentual;2006;19,49
17 Rioja, La;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por hogar;2019;38.329,79
17 Rioja, La;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por hogar;2018;32.200,38
17 Rioja, La;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por hogar;2017;33.299,07
17 Rioja, La;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por hogar;2016;31.867,81
17 Rioja, La;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por hogar;2015;29.999,97
17 Rioja, La;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por hogar;2014;29.402,44
17 Rioja, La;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por hogar;2013;29.987,14
17 Rioja, La;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por hogar;2012;29.494,84
17 Rioja, La;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por hogar;2011;31.786,58
17 Rioja, La;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por hogar;2010;31.008,18
17 Rioja, La;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por hogar;2009;30.391,09
17 Rioja, La;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por hogar;2008;34.212,35
17 Rioja, La;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por hogar;2007;34.736,73
17 Rioja, La;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por hogar;2006;33.134,34
17 Rioja, La;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por persona;2019;10.809,98
17 Rioja, La;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por persona;2018;9.098,54
17 Rioja, La;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por persona;2017;9.578,46
17 Rioja, La;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por persona;2016;9.011,91
17 Rioja, La;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por persona;2015;8.549,35
17 Rioja, La;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por persona;2014;8.332,69
17 Rioja, La;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por persona;2013;8.569,44
17 Rioja, La;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por persona;2012;8.441,36
17 Rioja, La;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por persona;2011;9.113,45
17 Rioja, La;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por persona;2010;8.696,05
17 Rioja, La;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por persona;2009;8.634,29
17 Rioja, La;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por persona;2008;9.597,17
17 Rioja, La;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por persona;2007;9.580,08
17 Rioja, La;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por persona;2006;9.360,65
17 Rioja, La;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por unidad de consumo;2019;19.366,44
17 Rioja, La;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por unidad de consumo;2018;16.277,97
17 Rioja, La;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por unidad de consumo;2017;17.070,87
17 Rioja, La;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por unidad de consumo;2016;16.116,54
17 Rioja, La;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por unidad de consumo;2015;15.322,35
17 Rioja, La;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por unidad de consumo;2014;14.959,13
17 Rioja, La;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por unidad de consumo;2013;15.354,01
17 Rioja, La;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por unidad de consumo;2012;15.085,01
17 Rioja, La;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por unidad de consumo;2011;16.251,26
17 Rioja, La;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por unidad de consumo;2010;15.594,17
17 Rioja, La;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por unidad de consumo;2009;15.417,08
17 Rioja, La;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por unidad de consumo;2008;17.253,79
17 Rioja, La;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por unidad de consumo;2007;17.297,30
17 Rioja, La;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por unidad de consumo;2006;16.752,71
17 Rioja, La;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Índice sobre la media del gmp;2019;88,11
17 Rioja, La;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Índice sobre la media del gmp;2018;76,78
17 Rioja, La;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Índice sobre la media del gmp;2017;80,91
17 Rioja, La;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Índice sobre la media del gmp;2016;79,71
17 Rioja, La;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Índice sobre la media del gmp;2015;77,97
17 Rioja, La;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Índice sobre la media del gmp;2014;75,69
17 Rioja, La;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Índice sobre la media del gmp;2013;78,17
17 Rioja, La;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Índice sobre la media del gmp;2012;78,56
17 Rioja, La;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Índice sobre la media del gmp;2011;80,05
17 Rioja, La;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Índice sobre la media del gmp;2010;77,20
17 Rioja, La;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Índice sobre la media del gmp;2009;77,44
17 Rioja, La;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Índice sobre la media del gmp;2008;86,49
17 Rioja, La;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Índice sobre la media del gmp;2007;85,12
17 Rioja, La;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Índice sobre la media del gmp;2006;90,67
17 Rioja, La;Otros hogares;Gasto total;2019;1.375.938,41
17 Rioja, La;Otros hogares;Gasto total;2018;1.340.406,79
17 Rioja, La;Otros hogares;Gasto total;2017;1.365.554,39
17 Rioja, La;Otros hogares;Gasto total;2016;1.246.942,25
17 Rioja, La;Otros hogares;Gasto total;2015;1.253.388,25
17 Rioja, La;Otros hogares;Gasto total;2014;1.262.493,61
17 Rioja, La;Otros hogares;Gasto total;2013;1.304.393,74
17 Rioja, La;Otros hogares;Gasto total;2012;1.284.934,44
17 Rioja, La;Otros hogares;Gasto total;2011;1.418.608,07
17 Rioja, La;Otros hogares;Gasto total;2010;1.523.240,35
17 Rioja, La;Otros hogares;Gasto total;2009;1.502.805,13
17 Rioja, La;Otros hogares;Gasto total;2008;1.567.423,60
17 Rioja, La;Otros hogares;Gasto total;2007;1.679.541,19
17 Rioja, La;Otros hogares;Gasto total;2006;1.473.518,69
17 Rioja, La;Otros hogares;Distribución porcentual;2019;36,05
17 Rioja, La;Otros hogares;Distribución porcentual;2018;36,56
17 Rioja, La;Otros hogares;Distribución porcentual;2017;37,45
17 Rioja, La;Otros hogares;Distribución porcentual;2016;35,78
17 Rioja, La;Otros hogares;Distribución porcentual;2015;36,98
17 Rioja, La;Otros hogares;Distribución porcentual;2014;37,04
17 Rioja, La;Otros hogares;Distribución porcentual;2013;38,05
17 Rioja, La;Otros hogares;Distribución porcentual;2012;37,80
17 Rioja, La;Otros hogares;Distribución porcentual;2011;39,25
17 Rioja, La;Otros hogares;Distribución porcentual;2010;42,70
17 Rioja, La;Otros hogares;Distribución porcentual;2009;42,60
17 Rioja, La;Otros hogares;Distribución porcentual;2008;44,85
17 Rioja, La;Otros hogares;Distribución porcentual;2007;48,28
17 Rioja, La;Otros hogares;Distribución porcentual;2006;47,29
17 Rioja, La;Otros hogares;Gasto medio por hogar;2019;32.927,22
17 Rioja, La;Otros hogares;Gasto medio por hogar;2018;35.657,20
17 Rioja, La;Otros hogares;Gasto medio por hogar;2017;35.498,62
17 Rioja, La;Otros hogares;Gasto medio por hogar;2016;32.335,11
17 Rioja, La;Otros hogares;Gasto medio por hogar;2015;32.732,37
17 Rioja, La;Otros hogares;Gasto medio por hogar;2014;33.362,83
17 Rioja, La;Otros hogares;Gasto medio por hogar;2013;32.478,72
17 Rioja, La;Otros hogares;Gasto medio por hogar;2012;31.209,21
17 Rioja, La;Otros hogares;Gasto medio por hogar;2011;34.418,62
17 Rioja, La;Otros hogares;Gasto medio por hogar;2010;35.812,07
17 Rioja, La;Otros hogares;Gasto medio por hogar;2009;36.912,20
17 Rioja, La;Otros hogares;Gasto medio por hogar;2008;33.684,25
17 Rioja, La;Otros hogares;Gasto medio por hogar;2007;37.096,93
17 Rioja, La;Otros hogares;Gasto medio por hogar;2006;33.355,65
17 Rioja, La;Otros hogares;Gasto medio por persona;2019;9.876,72
17 Rioja, La;Otros hogares;Gasto medio por persona;2018;10.765,28
17 Rioja, La;Otros hogares;Gasto medio por persona;2017;10.654,19
17 Rioja, La;Otros hogares;Gasto medio por persona;2016;9.769,96
17 Rioja, La;Otros hogares;Gasto medio por persona;2015;9.682,34
17 Rioja, La;Otros hogares;Gasto medio por persona;2014;9.883,46
17 Rioja, La;Otros hogares;Gasto medio por persona;2013;9.598,48
17 Rioja, La;Otros hogares;Gasto medio por persona;2012;9.083,39
17 Rioja, La;Otros hogares;Gasto medio por persona;2011;9.924,95
17 Rioja, La;Otros hogares;Gasto medio por persona;2010;10.271,86
17 Rioja, La;Otros hogares;Gasto medio por persona;2009;10.356,30
17 Rioja, La;Otros hogares;Gasto medio por persona;2008;9.788,42
17 Rioja, La;Otros hogares;Gasto medio por persona;2007;10.520,87
17 Rioja, La;Otros hogares;Gasto medio por persona;2006;9.326,10
17 Rioja, La;Otros hogares;Gasto medio por unidad de consumo;2019;15.486,17
17 Rioja, La;Otros hogares;Gasto medio por unidad de consumo;2018;16.838,33
17 Rioja, La;Otros hogares;Gasto medio por unidad de consumo;2017;16.694,00
17 Rioja, La;Otros hogares;Gasto medio por unidad de consumo;2016;15.300,01
17 Rioja, La;Otros hogares;Gasto medio por unidad de consumo;2015;15.236,24
17 Rioja, La;Otros hogares;Gasto medio por unidad de consumo;2014;15.479,40
17 Rioja, La;Otros hogares;Gasto medio por unidad de consumo;2013;15.100,59
17 Rioja, La;Otros hogares;Gasto medio por unidad de consumo;2012;14.386,50
17 Rioja, La;Otros hogares;Gasto medio por unidad de consumo;2011;15.698,18
17 Rioja, La;Otros hogares;Gasto medio por unidad de consumo;2010;16.289,46
17 Rioja, La;Otros hogares;Gasto medio por unidad de consumo;2009;16.444,92
17 Rioja, La;Otros hogares;Gasto medio por unidad de consumo;2008;15.441,56
17 Rioja, La;Otros hogares;Gasto medio por unidad de consumo;2007;16.741,71
17 Rioja, La;Otros hogares;Gasto medio por unidad de consumo;2006;14.888,83
17 Rioja, La;Otros hogares;Índice sobre la media del gmp;2019;80,50
17 Rioja, La;Otros hogares;Índice sobre la media del gmp;2018;90,84
17 Rioja, La;Otros hogares;Índice sobre la media del gmp;2017;90,00
17 Rioja, La;Otros hogares;Índice sobre la media del gmp;2016;86,42
17 Rioja, La;Otros hogares;Índice sobre la media del gmp;2015;88,31
17 Rioja, La;Otros hogares;Índice sobre la media del gmp;2014;89,78
17 Rioja, La;Otros hogares;Índice sobre la media del gmp;2013;87,56
17 Rioja, La;Otros hogares;Índice sobre la media del gmp;2012;84,53
17 Rioja, La;Otros hogares;Índice sobre la media del gmp;2011;87,17
17 Rioja, La;Otros hogares;Índice sobre la media del gmp;2010;91,18
17 Rioja, La;Otros hogares;Índice sobre la media del gmp;2009;92,88
17 Rioja, La;Otros hogares;Índice sobre la media del gmp;2008;88,21
17 Rioja, La;Otros hogares;Índice sobre la media del gmp;2007;93,48
17 Rioja, La;Otros hogares;Índice sobre la media del gmp;2006;90,33
18 Ceuta;Total;Gasto total;2019;787.106,36
18 Ceuta;Total;Gasto total;2018;734.953,36
18 Ceuta;Total;Gasto total;2017;876.724,49
18 Ceuta;Total;Gasto total;2016;809.278,72
18 Ceuta;Total;Gasto total;2015;682.436,68
18 Ceuta;Total;Gasto total;2014;768.624,14
18 Ceuta;Total;Gasto total;2013;654.554,39
18 Ceuta;Total;Gasto total;2012;785.681,29
18 Ceuta;Total;Gasto total;2011;830.132,86
18 Ceuta;Total;Gasto total;2010;1.377.535,22
18 Ceuta;Total;Gasto total;2009;1.375.511,68
18 Ceuta;Total;Gasto total;2008;1.303.356,15
18 Ceuta;Total;Gasto total;2007;1.271.608,07
18 Ceuta;Total;Gasto total;2006;1.161.082,49
18 Ceuta;Total;Distribución porcentual;2019;100,00
18 Ceuta;Total;Distribución porcentual;2018;100,00
18 Ceuta;Total;Distribución porcentual;2017;100,00
18 Ceuta;Total;Distribución porcentual;2016;100,00
18 Ceuta;Total;Distribución porcentual;2015;100,00
18 Ceuta;Total;Distribución porcentual;2014;100,00
18 Ceuta;Total;Distribución porcentual;2013;100,00
18 Ceuta;Total;Distribución porcentual;2012;100,00
18 Ceuta;Total;Distribución porcentual;2011;100,00
18 Ceuta;Total;Distribución porcentual;2010;100,00
18 Ceuta;Total;Distribución porcentual;2009;100,00
18 Ceuta;Total;Distribución porcentual;2008;100,00
18 Ceuta;Total;Distribución porcentual;2007;100,00
18 Ceuta;Total;Distribución porcentual;2006;100,00
18 Ceuta;Total;Gasto medio por hogar;2019;29.666,80
18 Ceuta;Total;Gasto medio por hogar;2018;26.840,69
18 Ceuta;Total;Gasto medio por hogar;2017;32.815,71
18 Ceuta;Total;Gasto medio por hogar;2016;30.618,56
18 Ceuta;Total;Gasto medio por hogar;2015;26.582,21
18 Ceuta;Total;Gasto medio por hogar;2014;30.164,13
18 Ceuta;Total;Gasto medio por hogar;2013;25.671,92
18 Ceuta;Total;Gasto medio por hogar;2012;31.171,74
18 Ceuta;Total;Gasto medio por hogar;2011;33.088,14
18 Ceuta;Total;Gasto medio por hogar;2010;29.993,90
18 Ceuta;Total;Gasto medio por hogar;2009;30.727,56
18 Ceuta;Total;Gasto medio por hogar;2008;30.260,99
18 Ceuta;Total;Gasto medio por hogar;2007;30.498,95
18 Ceuta;Total;Gasto medio por hogar;2006;28.774,57
18 Ceuta;Total;Gasto medio por persona;2019;9.365,97
18 Ceuta;Total;Gasto medio por persona;2018;8.702,00
18 Ceuta;Total;Gasto medio por persona;2017;10.409,41
18 Ceuta;Total;Gasto medio por persona;2016;9.666,09
18 Ceuta;Total;Gasto medio por persona;2015;8.151,64
18 Ceuta;Total;Gasto medio por persona;2014;9.210,04
18 Ceuta;Total;Gasto medio por persona;2013;7.807,37
18 Ceuta;Total;Gasto medio por persona;2012;9.404,99
18 Ceuta;Total;Gasto medio por persona;2011;10.113,95
18 Ceuta;Total;Gasto medio por persona;2010;8.809,39
18 Ceuta;Total;Gasto medio por persona;2009;9.109,62
18 Ceuta;Total;Gasto medio por persona;2008;8.890,21
18 Ceuta;Total;Gasto medio por persona;2007;8.879,57
18 Ceuta;Total;Gasto medio por persona;2006;8.301,24
18 Ceuta;Total;Gasto medio por unidad de consumo;2019;15.011,27
18 Ceuta;Total;Gasto medio por unidad de consumo;2018;13.839,67
18 Ceuta;Total;Gasto medio por unidad de consumo;2017;16.770,68
18 Ceuta;Total;Gasto medio por unidad de consumo;2016;15.613,73
18 Ceuta;Total;Gasto medio por unidad de consumo;2015;13.400,03
18 Ceuta;Total;Gasto medio por unidad de consumo;2014;14.921,14
18 Ceuta;Total;Gasto medio por unidad de consumo;2013;12.646,53
18 Ceuta;Total;Gasto medio por unidad de consumo;2012;15.301,66
18 Ceuta;Total;Gasto medio por unidad de consumo;2011;16.593,59
18 Ceuta;Total;Gasto medio por unidad de consumo;2010;14.502,64
18 Ceuta;Total;Gasto medio por unidad de consumo;2009;14.938,07
18 Ceuta;Total;Gasto medio por unidad de consumo;2008;14.625,64
18 Ceuta;Total;Gasto medio por unidad de consumo;2007;14.649,45
18 Ceuta;Total;Gasto medio por unidad de consumo;2006;13.714,56
18 Ceuta;Total;Índice sobre la media del gmp;2019;100,00
18 Ceuta;Total;Índice sobre la media del gmp;2018;100,00
18 Ceuta;Total;Índice sobre la media del gmp;2017;100,00
18 Ceuta;Total;Índice sobre la media del gmp;2016;100,00
18 Ceuta;Total;Índice sobre la media del gmp;2015;100,00
18 Ceuta;Total;Índice sobre la media del gmp;2014;100,00
18 Ceuta;Total;Índice sobre la media del gmp;2013;100,00
18 Ceuta;Total;Índice sobre la media del gmp;2012;100,00
18 Ceuta;Total;Índice sobre la media del gmp;2011;100,00
18 Ceuta;Total;Índice sobre la media del gmp;2010;100,00
18 Ceuta;Total;Índice sobre la media del gmp;2009;100,00
18 Ceuta;Total;Índice sobre la media del gmp;2008;100,00
18 Ceuta;Total;Índice sobre la media del gmp;2007;100,00
18 Ceuta;Total;Índice sobre la media del gmp;2006;100,00
18 Ceuta;Persona o pareja de 65 o más años;Gasto total;2019;.
18 Ceuta;Persona o pareja de 65 o más años;Gasto total;2018;.
18 Ceuta;Persona o pareja de 65 o más años;Gasto total;2017;.
18 Ceuta;Persona o pareja de 65 o más años;Gasto total;2016;.
18 Ceuta;Persona o pareja de 65 o más años;Gasto total;2015;.
18 Ceuta;Persona o pareja de 65 o más años;Gasto total;2014;.
18 Ceuta;Persona o pareja de 65 o más años;Gasto total;2013;.
18 Ceuta;Persona o pareja de 65 o más años;Gasto total;2012;.
18 Ceuta;Persona o pareja de 65 o más años;Gasto total;2011;.
18 Ceuta;Persona o pareja de 65 o más años;Gasto total;2010;.
18 Ceuta;Persona o pareja de 65 o más años;Gasto total;2009;.
18 Ceuta;Persona o pareja de 65 o más años;Gasto total;2008;.
18 Ceuta;Persona o pareja de 65 o más años;Gasto total;2007;.
18 Ceuta;Persona o pareja de 65 o más años;Gasto total;2006;.
18 Ceuta;Persona o pareja de 65 o más años;Distribución porcentual;2019;.
18 Ceuta;Persona o pareja de 65 o más años;Distribución porcentual;2018;.
18 Ceuta;Persona o pareja de 65 o más años;Distribución porcentual;2017;.
18 Ceuta;Persona o pareja de 65 o más años;Distribución porcentual;2016;.
18 Ceuta;Persona o pareja de 65 o más años;Distribución porcentual;2015;.
18 Ceuta;Persona o pareja de 65 o más años;Distribución porcentual;2014;.
18 Ceuta;Persona o pareja de 65 o más años;Distribución porcentual;2013;.
18 Ceuta;Persona o pareja de 65 o más años;Distribución porcentual;2012;.
18 Ceuta;Persona o pareja de 65 o más años;Distribución porcentual;2011;.
18 Ceuta;Persona o pareja de 65 o más años;Distribución porcentual;2010;.
18 Ceuta;Persona o pareja de 65 o más años;Distribución porcentual;2009;.
18 Ceuta;Persona o pareja de 65 o más años;Distribución porcentual;2008;.
18 Ceuta;Persona o pareja de 65 o más años;Distribución porcentual;2007;.
18 Ceuta;Persona o pareja de 65 o más años;Distribución porcentual;2006;.
18 Ceuta;Persona o pareja de 65 o más años;Gasto medio por hogar;2019;.
18 Ceuta;Persona o pareja de 65 o más años;Gasto medio por hogar;2018;.
18 Ceuta;Persona o pareja de 65 o más años;Gasto medio por hogar;2017;.
18 Ceuta;Persona o pareja de 65 o más años;Gasto medio por hogar;2016;.
18 Ceuta;Persona o pareja de 65 o más años;Gasto medio por hogar;2015;.
18 Ceuta;Persona o pareja de 65 o más años;Gasto medio por hogar;2014;.
18 Ceuta;Persona o pareja de 65 o más años;Gasto medio por hogar;2013;.
18 Ceuta;Persona o pareja de 65 o más años;Gasto medio por hogar;2012;.
18 Ceuta;Persona o pareja de 65 o más años;Gasto medio por hogar;2011;.
18 Ceuta;Persona o pareja de 65 o más años;Gasto medio por hogar;2010;.
18 Ceuta;Persona o pareja de 65 o más años;Gasto medio por hogar;2009;.
18 Ceuta;Persona o pareja de 65 o más años;Gasto medio por hogar;2008;.
18 Ceuta;Persona o pareja de 65 o más años;Gasto medio por hogar;2007;.
18 Ceuta;Persona o pareja de 65 o más años;Gasto medio por hogar;2006;.
18 Ceuta;Persona o pareja de 65 o más años;Gasto medio por persona;2019;.
18 Ceuta;Persona o pareja de 65 o más años;Gasto medio por persona;2018;.
18 Ceuta;Persona o pareja de 65 o más años;Gasto medio por persona;2017;.
18 Ceuta;Persona o pareja de 65 o más años;Gasto medio por persona;2016;.
18 Ceuta;Persona o pareja de 65 o más años;Gasto medio por persona;2015;.
18 Ceuta;Persona o pareja de 65 o más años;Gasto medio por persona;2014;.
18 Ceuta;Persona o pareja de 65 o más años;Gasto medio por persona;2013;.
18 Ceuta;Persona o pareja de 65 o más años;Gasto medio por persona;2012;.
18 Ceuta;Persona o pareja de 65 o más años;Gasto medio por persona;2011;.
18 Ceuta;Persona o pareja de 65 o más años;Gasto medio por persona;2010;.
18 Ceuta;Persona o pareja de 65 o más años;Gasto medio por persona;2009;.
18 Ceuta;Persona o pareja de 65 o más años;Gasto medio por persona;2008;.
18 Ceuta;Persona o pareja de 65 o más años;Gasto medio por persona;2007;.
18 Ceuta;Persona o pareja de 65 o más años;Gasto medio por persona;2006;.
18 Ceuta;Persona o pareja de 65 o más años;Gasto medio por unidad de consumo;2019;.
18 Ceuta;Persona o pareja de 65 o más años;Gasto medio por unidad de consumo;2018;.
18 Ceuta;Persona o pareja de 65 o más años;Gasto medio por unidad de consumo;2017;.
18 Ceuta;Persona o pareja de 65 o más años;Gasto medio por unidad de consumo;2016;.
18 Ceuta;Persona o pareja de 65 o más años;Gasto medio por unidad de consumo;2015;.
18 Ceuta;Persona o pareja de 65 o más años;Gasto medio por unidad de consumo;2014;.
18 Ceuta;Persona o pareja de 65 o más años;Gasto medio por unidad de consumo;2013;.
18 Ceuta;Persona o pareja de 65 o más años;Gasto medio por unidad de consumo;2012;.
18 Ceuta;Persona o pareja de 65 o más años;Gasto medio por unidad de consumo;2011;.
18 Ceuta;Persona o pareja de 65 o más años;Gasto medio por unidad de consumo;2010;.
18 Ceuta;Persona o pareja de 65 o más años;Gasto medio por unidad de consumo;2009;.
18 Ceuta;Persona o pareja de 65 o más años;Gasto medio por unidad de consumo;2008;.
18 Ceuta;Persona o pareja de 65 o más años;Gasto medio por unidad de consumo;2007;.
18 Ceuta;Persona o pareja de 65 o más años;Gasto medio por unidad de consumo;2006;.
18 Ceuta;Persona o pareja de 65 o más años;Índice sobre la media del gmp;2019;.
18 Ceuta;Persona o pareja de 65 o más años;Índice sobre la media del gmp;2018;.
18 Ceuta;Persona o pareja de 65 o más años;Índice sobre la media del gmp;2017;.
18 Ceuta;Persona o pareja de 65 o más años;Índice sobre la media del gmp;2016;.
18 Ceuta;Persona o pareja de 65 o más años;Índice sobre la media del gmp;2015;.
18 Ceuta;Persona o pareja de 65 o más años;Índice sobre la media del gmp;2014;.
18 Ceuta;Persona o pareja de 65 o más años;Índice sobre la media del gmp;2013;.
18 Ceuta;Persona o pareja de 65 o más años;Índice sobre la media del gmp;2012;.
18 Ceuta;Persona o pareja de 65 o más años;Índice sobre la media del gmp;2011;.
18 Ceuta;Persona o pareja de 65 o más años;Índice sobre la media del gmp;2010;.
18 Ceuta;Persona o pareja de 65 o más años;Índice sobre la media del gmp;2009;.
18 Ceuta;Persona o pareja de 65 o más años;Índice sobre la media del gmp;2008;.
18 Ceuta;Persona o pareja de 65 o más años;Índice sobre la media del gmp;2007;.
18 Ceuta;Persona o pareja de 65 o más años;Índice sobre la media del gmp;2006;.
18 Ceuta;Otros hogares con una persona o pareja sin hijos;Gasto total;2019;.
18 Ceuta;Otros hogares con una persona o pareja sin hijos;Gasto total;2018;.
18 Ceuta;Otros hogares con una persona o pareja sin hijos;Gasto total;2017;.
18 Ceuta;Otros hogares con una persona o pareja sin hijos;Gasto total;2016;.
18 Ceuta;Otros hogares con una persona o pareja sin hijos;Gasto total;2015;.
18 Ceuta;Otros hogares con una persona o pareja sin hijos;Gasto total;2014;.
18 Ceuta;Otros hogares con una persona o pareja sin hijos;Gasto total;2013;.
18 Ceuta;Otros hogares con una persona o pareja sin hijos;Gasto total;2012;.
18 Ceuta;Otros hogares con una persona o pareja sin hijos;Gasto total;2011;.
18 Ceuta;Otros hogares con una persona o pareja sin hijos;Gasto total;2010;.
18 Ceuta;Otros hogares con una persona o pareja sin hijos;Gasto total;2009;.
18 Ceuta;Otros hogares con una persona o pareja sin hijos;Gasto total;2008;.
18 Ceuta;Otros hogares con una persona o pareja sin hijos;Gasto total;2007;.
18 Ceuta;Otros hogares con una persona o pareja sin hijos;Gasto total;2006;.
18 Ceuta;Otros hogares con una persona o pareja sin hijos;Distribución porcentual;2019;.
18 Ceuta;Otros hogares con una persona o pareja sin hijos;Distribución porcentual;2018;.
