Comunidad autónoma de residencia;Tamaño del hogar (reducida);Gastos totales, medios, distribución e índice;Periodo;Total
17 Rioja, La;Total;Gasto total;2009;3.527.414,67
17 Rioja, La;Total;Gasto total;2008;3.494.625,50
17 Rioja, La;Total;Gasto total;2007;3.478.554,63
17 Rioja, La;Total;Gasto total;2006;3.115.911,10
17 Rioja, La;Total;Distribución porcentual;2019;100,00
17 Rioja, La;Total;Distribución porcentual;2018;100,00
17 Rioja, La;Total;Distribución porcentual;2017;100,00
17 Rioja, La;Total;Distribución porcentual;2016;100,00
17 Rioja, La;Total;Distribución porcentual;2015;100,00
17 Rioja, La;Total;Distribución porcentual;2014;100,00
17 Rioja, La;Total;Distribución porcentual;2013;100,00
17 Rioja, La;Total;Distribución porcentual;2012;100,00
17 Rioja, La;Total;Distribución porcentual;2011;100,00
17 Rioja, La;Total;Distribución porcentual;2010;100,00
17 Rioja, La;Total;Distribución porcentual;2009;100,00
17 Rioja, La;Total;Distribución porcentual;2008;100,00
17 Rioja, La;Total;Distribución porcentual;2007;100,00
17 Rioja, La;Total;Distribución porcentual;2006;100,00
17 Rioja, La;Total;Gasto medio por hogar;2019;29.149,25
17 Rioja, La;Total;Gasto medio por hogar;2018;28.054,96
17 Rioja, La;Total;Gasto medio por hogar;2017;28.081,27
17 Rioja, La;Total;Gasto medio por hogar;2016;26.880,18
17 Rioja, La;Total;Gasto medio por hogar;2015;26.206,27
17 Rioja, La;Total;Gasto medio por hogar;2014;26.398,49
17 Rioja, La;Total;Gasto medio por hogar;2013;26.502,29
17 Rioja, La;Total;Gasto medio por hogar;2012;26.276,97
17 Rioja, La;Total;Gasto medio por hogar;2011;28.139,26
17 Rioja, La;Total;Gasto medio por hogar;2010;28.154,42
17 Rioja, La;Total;Gasto medio por hogar;2009;28.197,27
17 Rioja, La;Total;Gasto medio por hogar;2008;28.368,34
17 Rioja, La;Total;Gasto medio por hogar;2007;28.999,49
17 Rioja, La;Total;Gasto medio por hogar;2006;26.792,30
17 Rioja, La;Total;Gasto medio por persona;2019;12.269,20
17 Rioja, La;Total;Gasto medio por persona;2018;11.850,74
17 Rioja, La;Total;Gasto medio por persona;2017;11.837,97
17 Rioja, La;Total;Gasto medio por persona;2016;11.305,18
17 Rioja, La;Total;Gasto medio por persona;2015;10.964,54
17 Rioja, La;Total;Gasto medio por persona;2014;11.008,76
17 Rioja, La;Total;Gasto medio por persona;2013;10.962,61
17 Rioja, La;Total;Gasto medio por persona;2012;10.745,67
17 Rioja, La;Total;Gasto medio por persona;2011;11.385,17
17 Rioja, La;Total;Gasto medio por persona;2010;11.264,96
17 Rioja, La;Total;Gasto medio por persona;2009;11.149,69
17 Rioja, La;Total;Gasto medio por persona;2008;11.096,59
17 Rioja, La;Total;Gasto medio por persona;2007;11.254,84
17 Rioja, La;Total;Gasto medio por persona;2006;10.323,94
17 Rioja, La;Total;Gasto medio por unidad de consumo;2019;17.887,93
17 Rioja, La;Total;Gasto medio por unidad de consumo;2018;17.319,15
17 Rioja, La;Total;Gasto medio por unidad de consumo;2017;17.303,08
17 Rioja, La;Total;Gasto medio por unidad de consumo;2016;16.544,74
17 Rioja, La;Total;Gasto medio por unidad de consumo;2015;16.071,08
17 Rioja, La;Total;Gasto medio por unidad de consumo;2014;16.141,70
17 Rioja, La;Total;Gasto medio por unidad de consumo;2013;16.125,12
17 Rioja, La;Total;Gasto medio por unidad de consumo;2012;15.861,35
17 Rioja, La;Total;Gasto medio por unidad de consumo;2011;16.838,83
17 Rioja, La;Total;Gasto medio por unidad de consumo;2010;16.703,70
17 Rioja, La;Total;Gasto medio por unidad de consumo;2009;16.588,64
17 Rioja, La;Total;Gasto medio por unidad de consumo;2008;16.562,46
17 Rioja, La;Total;Gasto medio por unidad de consumo;2007;16.824,56
17 Rioja, La;Total;Gasto medio por unidad de consumo;2006;15.457,18
17 Rioja, La;Total;Índice sobre la media del gmp;2019;100,00
17 Rioja, La;Total;Índice sobre la media del gmp;2018;100,00
17 Rioja, La;Total;Índice sobre la media del gmp;2017;100,00
17 Rioja, La;Total;Índice sobre la media del gmp;2016;100,00
17 Rioja, La;Total;Índice sobre la media del gmp;2015;100,00
17 Rioja, La;Total;Índice sobre la media del gmp;2014;100,00
17 Rioja, La;Total;Índice sobre la media del gmp;2013;100,00
17 Rioja, La;Total;Índice sobre la media del gmp;2012;100,00
17 Rioja, La;Total;Índice sobre la media del gmp;2011;100,00
17 Rioja, La;Total;Índice sobre la media del gmp;2010;100,00
17 Rioja, La;Total;Índice sobre la media del gmp;2009;100,00
17 Rioja, La;Total;Índice sobre la media del gmp;2008;100,00
17 Rioja, La;Total;Índice sobre la media del gmp;2007;100,00
17 Rioja, La;Total;Índice sobre la media del gmp;2006;100,00
17 Rioja, La;1 miembro;Gasto total;2019;737.253,63
17 Rioja, La;1 miembro;Gasto total;2018;665.268,43
17 Rioja, La;1 miembro;Gasto total;2017;648.972,82
17 Rioja, La;1 miembro;Gasto total;2016;669.583,38
17 Rioja, La;1 miembro;Gasto total;2015;612.028,19
17 Rioja, La;1 miembro;Gasto total;2014;612.766,44
17 Rioja, La;1 miembro;Gasto total;2013;648.910,10
17 Rioja, La;1 miembro;Gasto total;2012;619.027,06
17 Rioja, La;1 miembro;Gasto total;2011;595.539,61
17 Rioja, La;1 miembro;Gasto total;2010;600.317,69
17 Rioja, La;1 miembro;Gasto total;2009;548.450,71
17 Rioja, La;1 miembro;Gasto total;2008;559.592,08
17 Rioja, La;1 miembro;Gasto total;2007;477.658,81
17 Rioja, La;1 miembro;Gasto total;2006;454.305,48
17 Rioja, La;1 miembro;Distribución porcentual;2019;19,31
17 Rioja, La;1 miembro;Distribución porcentual;2018;18,15
17 Rioja, La;1 miembro;Distribución porcentual;2017;17,80
17 Rioja, La;1 miembro;Distribución porcentual;2016;19,21
17 Rioja, La;1 miembro;Distribución porcentual;2015;18,06
17 Rioja, La;1 miembro;Distribución porcentual;2014;17,98
17 Rioja, La;1 miembro;Distribución porcentual;2013;18,93
17 Rioja, La;1 miembro;Distribución porcentual;2012;18,21
17 Rioja, La;1 miembro;Distribución porcentual;2011;16,48
17 Rioja, La;1 miembro;Distribución porcentual;2010;16,83
17 Rioja, La;1 miembro;Distribución porcentual;2009;15,55
17 Rioja, La;1 miembro;Distribución porcentual;2008;16,01
17 Rioja, La;1 miembro;Distribución porcentual;2007;13,73
17 Rioja, La;1 miembro;Distribución porcentual;2006;14,58
17 Rioja, La;1 miembro;Gasto medio por hogar;2019;19.505,87
17 Rioja, La;1 miembro;Gasto medio por hogar;2018;17.638,88
17 Rioja, La;1 miembro;Gasto medio por hogar;2017;17.438,94
17 Rioja, La;1 miembro;Gasto medio por hogar;2016;18.078,04
17 Rioja, La;1 miembro;Gasto medio por hogar;2015;16.717,29
17 Rioja, La;1 miembro;Gasto medio por hogar;2014;16.850,48
17 Rioja, La;1 miembro;Gasto medio por hogar;2013;18.086,57
17 Rioja, La;1 miembro;Gasto medio por hogar;2012;17.693,31
17 Rioja, La;1 miembro;Gasto medio por hogar;2011;17.495,03
17 Rioja, La;1 miembro;Gasto medio por hogar;2010;18.162,00
17 Rioja, La;1 miembro;Gasto medio por hogar;2009;17.096,08
17 Rioja, La;1 miembro;Gasto medio por hogar;2008;17.998,52
17 Rioja, La;1 miembro;Gasto medio por hogar;2007;15.966,93
17 Rioja, La;1 miembro;Gasto medio por hogar;2006;15.852,93
17 Rioja, La;1 miembro;Gasto medio por persona;2019;19.505,87
17 Rioja, La;1 miembro;Gasto medio por persona;2018;17.638,88
17 Rioja, La;1 miembro;Gasto medio por persona;2017;17.438,94
17 Rioja, La;1 miembro;Gasto medio por persona;2016;18.078,04
17 Rioja, La;1 miembro;Gasto medio por persona;2015;16.717,29
17 Rioja, La;1 miembro;Gasto medio por persona;2014;16.850,48
17 Rioja, La;1 miembro;Gasto medio por persona;2013;18.086,57
17 Rioja, La;1 miembro;Gasto medio por persona;2012;17.693,31
17 Rioja, La;1 miembro;Gasto medio por persona;2011;17.495,03
17 Rioja, La;1 miembro;Gasto medio por persona;2010;18.162,00
17 Rioja, La;1 miembro;Gasto medio por persona;2009;17.096,08
17 Rioja, La;1 miembro;Gasto medio por persona;2008;17.998,52
17 Rioja, La;1 miembro;Gasto medio por persona;2007;15.966,93
17 Rioja, La;1 miembro;Gasto medio por persona;2006;15.852,93
17 Rioja, La;1 miembro;Gasto medio por unidad de consumo;2019;19.505,87
17 Rioja, La;1 miembro;Gasto medio por unidad de consumo;2018;17.638,88
17 Rioja, La;1 miembro;Gasto medio por unidad de consumo;2017;17.438,94
17 Rioja, La;1 miembro;Gasto medio por unidad de consumo;2016;18.078,04
17 Rioja, La;1 miembro;Gasto medio por unidad de consumo;2015;16.717,29
17 Rioja, La;1 miembro;Gasto medio por unidad de consumo;2014;16.850,48
17 Rioja, La;1 miembro;Gasto medio por unidad de consumo;2013;18.086,57
17 Rioja, La;1 miembro;Gasto medio por unidad de consumo;2012;17.693,31
17 Rioja, La;1 miembro;Gasto medio por unidad de consumo;2011;17.495,03
17 Rioja, La;1 miembro;Gasto medio por unidad de consumo;2010;18.162,00
17 Rioja, La;1 miembro;Gasto medio por unidad de consumo;2009;17.096,08
17 Rioja, La;1 miembro;Gasto medio por unidad de consumo;2008;17.998,52
17 Rioja, La;1 miembro;Gasto medio por unidad de consumo;2007;15.966,93
17 Rioja, La;1 miembro;Gasto medio por unidad de consumo;2006;15.852,93
17 Rioja, La;1 miembro;Índice sobre la media del gmp;2019;158,98
17 Rioja, La;1 miembro;Índice sobre la media del gmp;2018;148,84
17 Rioja, La;1 miembro;Índice sobre la media del gmp;2017;147,31
17 Rioja, La;1 miembro;Índice sobre la media del gmp;2016;159,91
17 Rioja, La;1 miembro;Índice sobre la media del gmp;2015;152,47
17 Rioja, La;1 miembro;Índice sobre la media del gmp;2014;153,06
17 Rioja, La;1 miembro;Índice sobre la media del gmp;2013;164,98
17 Rioja, La;1 miembro;Índice sobre la media del gmp;2012;164,66
17 Rioja, La;1 miembro;Índice sobre la media del gmp;2011;153,67
17 Rioja, La;1 miembro;Índice sobre la media del gmp;2010;161,23
17 Rioja, La;1 miembro;Índice sobre la media del gmp;2009;153,33
17 Rioja, La;1 miembro;Índice sobre la media del gmp;2008;162,20
17 Rioja, La;1 miembro;Índice sobre la media del gmp;2007;141,87
17 Rioja, La;1 miembro;Índice sobre la media del gmp;2006;153,56
17 Rioja, La;2 miembros;Gasto total;2019;1.181.826,85
17 Rioja, La;2 miembros;Gasto total;2018;1.109.496,33
17 Rioja, La;2 miembros;Gasto total;2017;1.096.062,10
17 Rioja, La;2 miembros;Gasto total;2016;1.062.255,56
17 Rioja, La;2 miembros;Gasto total;2015;1.038.774,20
17 Rioja, La;2 miembros;Gasto total;2014;1.041.690,83
17 Rioja, La;2 miembros;Gasto total;2013;990.185,20
17 Rioja, La;2 miembros;Gasto total;2012;1.016.537,80
17 Rioja, La;2 miembros;Gasto total;2011;1.081.807,56
17 Rioja, La;2 miembros;Gasto total;2010;979.831,41
17 Rioja, La;2 miembros;Gasto total;2009;981.381,68
17 Rioja, La;2 miembros;Gasto total;2008;896.759,61
17 Rioja, La;2 miembros;Gasto total;2007;856.012,32
17 Rioja, La;2 miembros;Gasto total;2006;750.537,54
17 Rioja, La;2 miembros;Distribución porcentual;2019;30,96
17 Rioja, La;2 miembros;Distribución porcentual;2018;30,26
17 Rioja, La;2 miembros;Distribución porcentual;2017;30,06
17 Rioja, La;2 miembros;Distribución porcentual;2016;30,48
17 Rioja, La;2 miembros;Distribución porcentual;2015;30,65
17 Rioja, La;2 miembros;Distribución porcentual;2014;30,57
17 Rioja, La;2 miembros;Distribución porcentual;2013;28,89
17 Rioja, La;2 miembros;Distribución porcentual;2012;29,91
17 Rioja, La;2 miembros;Distribución porcentual;2011;29,93
17 Rioja, La;2 miembros;Distribución porcentual;2010;27,47
17 Rioja, La;2 miembros;Distribución porcentual;2009;27,82
17 Rioja, La;2 miembros;Distribución porcentual;2008;25,66
17 Rioja, La;2 miembros;Distribución porcentual;2007;24,61
17 Rioja, La;2 miembros;Distribución porcentual;2006;24,09
17 Rioja, La;2 miembros;Gasto medio por hogar;2019;28.898,35
17 Rioja, La;2 miembros;Gasto medio por hogar;2018;27.315,92
17 Rioja, La;2 miembros;Gasto medio por hogar;2017;27.013,40
17 Rioja, La;2 miembros;Gasto medio por hogar;2016;26.279,31
17 Rioja, La;2 miembros;Gasto medio por hogar;2015;25.837,26
17 Rioja, La;2 miembros;Gasto medio por hogar;2014;25.914,25
17 Rioja, La;2 miembros;Gasto medio por hogar;2013;24.771,04
17 Rioja, La;2 miembros;Gasto medio por hogar;2012;25.701,79
17 Rioja, La;2 miembros;Gasto medio por hogar;2011;27.878,23
17 Rioja, La;2 miembros;Gasto medio por hogar;2010;25.948,24
17 Rioja, La;2 miembros;Gasto medio por hogar;2009;26.707,90
17 Rioja, La;2 miembros;Gasto medio por hogar;2008;25.130,76
17 Rioja, La;2 miembros;Gasto medio por hogar;2007;24.900,37
17 Rioja, La;2 miembros;Gasto medio por hogar;2006;22.743,39
17 Rioja, La;2 miembros;Gasto medio por persona;2019;14.449,17
17 Rioja, La;2 miembros;Gasto medio por persona;2018;13.657,96
17 Rioja, La;2 miembros;Gasto medio por persona;2017;13.506,70
17 Rioja, La;2 miembros;Gasto medio por persona;2016;13.139,65
17 Rioja, La;2 miembros;Gasto medio por persona;2015;12.918,63
17 Rioja, La;2 miembros;Gasto medio por persona;2014;12.957,13
17 Rioja, La;2 miembros;Gasto medio por persona;2013;12.385,52
17 Rioja, La;2 miembros;Gasto medio por persona;2012;12.850,89
17 Rioja, La;2 miembros;Gasto medio por persona;2011;13.939,11
17 Rioja, La;2 miembros;Gasto medio por persona;2010;12.974,12
17 Rioja, La;2 miembros;Gasto medio por persona;2009;13.353,95
17 Rioja, La;2 miembros;Gasto medio por persona;2008;12.565,38
17 Rioja, La;2 miembros;Gasto medio por persona;2007;12.450,18
17 Rioja, La;2 miembros;Gasto medio por persona;2006;11.371,69
17 Rioja, La;2 miembros;Gasto medio por unidad de consumo;2019;19.303,63
17 Rioja, La;2 miembros;Gasto medio por unidad de consumo;2018;18.281,72
17 Rioja, La;2 miembros;Gasto medio por unidad de consumo;2017;18.071,79
17 Rioja, La;2 miembros;Gasto medio por unidad de consumo;2016;17.569,48
17 Rioja, La;2 miembros;Gasto medio por unidad de consumo;2015;17.263,51
17 Rioja, La;2 miembros;Gasto medio por unidad de consumo;2014;17.332,58
17 Rioja, La;2 miembros;Gasto medio por unidad de consumo;2013;16.585,67
17 Rioja, La;2 miembros;Gasto medio por unidad de consumo;2012;17.209,95
17 Rioja, La;2 miembros;Gasto medio por unidad de consumo;2011;18.627,18
17 Rioja, La;2 miembros;Gasto medio por unidad de consumo;2010;17.319,70
17 Rioja, La;2 miembros;Gasto medio por unidad de consumo;2009;17.839,16
17 Rioja, La;2 miembros;Gasto medio por unidad de consumo;2008;16.764,34
17 Rioja, La;2 miembros;Gasto medio por unidad de consumo;2007;16.600,24
17 Rioja, La;2 miembros;Gasto medio por unidad de consumo;2006;15.179,87
17 Rioja, La;2 miembros;Índice sobre la media del gmp;2019;117,77
17 Rioja, La;2 miembros;Índice sobre la media del gmp;2018;115,25
17 Rioja, La;2 miembros;Índice sobre la media del gmp;2017;114,10
17 Rioja, La;2 miembros;Índice sobre la media del gmp;2016;116,23
17 Rioja, La;2 miembros;Índice sobre la media del gmp;2015;117,82
17 Rioja, La;2 miembros;Índice sobre la media del gmp;2014;117,70
17 Rioja, La;2 miembros;Índice sobre la media del gmp;2013;112,98
17 Rioja, La;2 miembros;Índice sobre la media del gmp;2012;119,59
17 Rioja, La;2 miembros;Índice sobre la media del gmp;2011;122,43
17 Rioja, La;2 miembros;Índice sobre la media del gmp;2010;115,17
17 Rioja, La;2 miembros;Índice sobre la media del gmp;2009;119,77
17 Rioja, La;2 miembros;Índice sobre la media del gmp;2008;113,24
17 Rioja, La;2 miembros;Índice sobre la media del gmp;2007;110,62
17 Rioja, La;2 miembros;Índice sobre la media del gmp;2006;110,15
17 Rioja, La;3 miembros;Gasto total;2019;843.448,52
17 Rioja, La;3 miembros;Gasto total;2018;867.010,49
17 Rioja, La;3 miembros;Gasto total;2017;880.615,34
17 Rioja, La;3 miembros;Gasto total;2016;799.809,22
17 Rioja, La;3 miembros;Gasto total;2015;824.342,16
17 Rioja, La;3 miembros;Gasto total;2014;782.311,98
17 Rioja, La;3 miembros;Gasto total;2013;861.958,67
17 Rioja, La;3 miembros;Gasto total;2012;805.589,19
17 Rioja, La;3 miembros;Gasto total;2011;882.947,75
17 Rioja, La;3 miembros;Gasto total;2010;912.877,82
17 Rioja, La;3 miembros;Gasto total;2009;872.214,13
17 Rioja, La;3 miembros;Gasto total;2008;876.194,07
17 Rioja, La;3 miembros;Gasto total;2007;916.792,19
17 Rioja, La;3 miembros;Gasto total;2006;769.097,85
17 Rioja, La;3 miembros;Distribución porcentual;2019;22,10
17 Rioja, La;3 miembros;Distribución porcentual;2018;23,65
17 Rioja, La;3 miembros;Distribución porcentual;2017;24,15
17 Rioja, La;3 miembros;Distribución porcentual;2016;22,95
17 Rioja, La;3 miembros;Distribución porcentual;2015;24,32
17 Rioja, La;3 miembros;Distribución porcentual;2014;22,95
17 Rioja, La;3 miembros;Distribución porcentual;2013;25,15
17 Rioja, La;3 miembros;Distribución porcentual;2012;23,70
17 Rioja, La;3 miembros;Distribución porcentual;2011;24,43
17 Rioja, La;3 miembros;Distribución porcentual;2010;25,59
17 Rioja, La;3 miembros;Distribución porcentual;2009;24,73
17 Rioja, La;3 miembros;Distribución porcentual;2008;25,07
17 Rioja, La;3 miembros;Distribución porcentual;2007;26,36
17 Rioja, La;3 miembros;Distribución porcentual;2006;24,68
17 Rioja, La;3 miembros;Gasto medio por hogar;2019;32.372,47
17 Rioja, La;3 miembros;Gasto medio por hogar;2018;33.086,84
17 Rioja, La;3 miembros;Gasto medio por hogar;2017;33.765,93
17 Rioja, La;3 miembros;Gasto medio por hogar;2016;30.629,66
17 Rioja, La;3 miembros;Gasto medio por hogar;2015;31.472,75
17 Rioja, La;3 miembros;Gasto medio por hogar;2014;30.152,29
17 Rioja, La;3 miembros;Gasto medio por hogar;2013;32.735,51
17 Rioja, La;3 miembros;Gasto medio por hogar;2012;29.838,85
17 Rioja, La;3 miembros;Gasto medio por hogar;2011;32.436,27
17 Rioja, La;3 miembros;Gasto medio por hogar;2010;33.957,75
17 Rioja, La;3 miembros;Gasto medio por hogar;2009;32.808,51
17 Rioja, La;3 miembros;Gasto medio por hogar;2008;33.450,50
17 Rioja, La;3 miembros;Gasto medio por hogar;2007;35.977,68
17 Rioja, La;3 miembros;Gasto medio por hogar;2006;31.137,56
17 Rioja, La;3 miembros;Gasto medio por persona;2019;10.790,82
17 Rioja, La;3 miembros;Gasto medio por persona;2018;11.028,95
17 Rioja, La;3 miembros;Gasto medio por persona;2017;11.255,31
17 Rioja, La;3 miembros;Gasto medio por persona;2016;10.209,89
17 Rioja, La;3 miembros;Gasto medio por persona;2015;10.490,92
17 Rioja, La;3 miembros;Gasto medio por persona;2014;10.050,76
17 Rioja, La;3 miembros;Gasto medio por persona;2013;10.911,84
17 Rioja, La;3 miembros;Gasto medio por persona;2012;9.946,28
17 Rioja, La;3 miembros;Gasto medio por persona;2011;10.812,09
17 Rioja, La;3 miembros;Gasto medio por persona;2010;11.319,25
17 Rioja, La;3 miembros;Gasto medio por persona;2009;10.936,17
17 Rioja, La;3 miembros;Gasto medio por persona;2008;11.150,17
17 Rioja, La;3 miembros;Gasto medio por persona;2007;11.992,56
17 Rioja, La;3 miembros;Gasto medio por persona;2006;10.379,19
17 Rioja, La;3 miembros;Gasto medio por unidad de consumo;2019;16.843,53
17 Rioja, La;3 miembros;Gasto medio por unidad de consumo;2018;17.264,79
17 Rioja, La;3 miembros;Gasto medio por unidad de consumo;2017;17.720,02
17 Rioja, La;3 miembros;Gasto medio por unidad de consumo;2016;15.969,36
17 Rioja, La;3 miembros;Gasto medio por unidad de consumo;2015;16.436,37
17 Rioja, La;3 miembros;Gasto medio por unidad de consumo;2014;15.698,63
17 Rioja, La;3 miembros;Gasto medio por unidad de consumo;2013;17.005,88
17 Rioja, La;3 miembros;Gasto medio por unidad de consumo;2012;15.507,48
17 Rioja, La;3 miembros;Gasto medio por unidad de consumo;2011;16.887,47
17 Rioja, La;3 miembros;Gasto medio por unidad de consumo;2010;17.616,89
17 Rioja, La;3 miembros;Gasto medio por unidad de consumo;2009;17.104,84
17 Rioja, La;3 miembros;Gasto medio por unidad de consumo;2008;17.414,89
17 Rioja, La;3 miembros;Gasto medio por unidad de consumo;2007;18.650,24
17 Rioja, La;3 miembros;Gasto medio por unidad de consumo;2006;16.179,86
17 Rioja, La;3 miembros;Índice sobre la media del gmp;2019;87,95
17 Rioja, La;3 miembros;Índice sobre la media del gmp;2018;93,07
17 Rioja, La;3 miembros;Índice sobre la media del gmp;2017;95,08
17 Rioja, La;3 miembros;Índice sobre la media del gmp;2016;90,31
17 Rioja, La;3 miembros;Índice sobre la media del gmp;2015;95,68
17 Rioja, La;3 miembros;Índice sobre la media del gmp;2014;91,30
17 Rioja, La;3 miembros;Índice sobre la media del gmp;2013;99,54
17 Rioja, La;3 miembros;Índice sobre la media del gmp;2012;92,56
17 Rioja, La;3 miembros;Índice sobre la media del gmp;2011;94,97
17 Rioja, La;3 miembros;Índice sobre la media del gmp;2010;100,48
17 Rioja, La;3 miembros;Índice sobre la media del gmp;2009;98,08
17 Rioja, La;3 miembros;Índice sobre la media del gmp;2008;100,48
17 Rioja, La;3 miembros;Índice sobre la media del gmp;2007;106,55
17 Rioja, La;3 miembros;Índice sobre la media del gmp;2006;100,54
17 Rioja, La;4 y más;Gasto total;2019;1.054.652,85
17 Rioja, La;4 y más;Gasto total;2018;1.024.174,85
17 Rioja, La;4 y más;Gasto total;2017;1.021.117,41
17 Rioja, La;4 y más;Gasto total;2016;953.347,30
17 Rioja, La;4 y más;Gasto total;2015;914.309,51
17 Rioja, La;4 y más;Gasto total;2014;971.304,85
17 Rioja, La;4 y más;Gasto total;2013;926.746,07
17 Rioja, La;4 y más;Gasto total;2012;957.700,35
17 Rioja, La;4 y más;Gasto total;2011;1.053.764,16
17 Rioja, La;4 y más;Gasto total;2010;1.073.884,67
17 Rioja, La;4 y más;Gasto total;2009;1.125.368,15
17 Rioja, La;4 y más;Gasto total;2008;1.162.079,75
17 Rioja, La;4 y más;Gasto total;2007;1.228.091,31
17 Rioja, La;4 y más;Gasto total;2006;1.141.970,22
17 Rioja, La;4 y más;Distribución porcentual;2019;27,63
17 Rioja, La;4 y más;Distribución porcentual;2018;27,94
17 Rioja, La;4 y más;Distribución porcentual;2017;28,00
17 Rioja, La;4 y más;Distribución porcentual;2016;27,36
17 Rioja, La;4 y más;Distribución porcentual;2015;26,98
17 Rioja, La;4 y más;Distribución porcentual;2014;28,50
17 Rioja, La;4 y más;Distribución porcentual;2013;27,04
17 Rioja, La;4 y más;Distribución porcentual;2012;28,18
17 Rioja, La;4 y más;Distribución porcentual;2011;29,16
17 Rioja, La;4 y más;Distribución porcentual;2010;30,11
17 Rioja, La;4 y más;Distribución porcentual;2009;31,90
17 Rioja, La;4 y más;Distribución porcentual;2008;33,25
17 Rioja, La;4 y más;Distribución porcentual;2007;35,30
17 Rioja, La;4 y más;Distribución porcentual;2006;36,65
17 Rioja, La;4 y más;Gasto medio por hogar;2019;40.244,71
17 Rioja, La;4 y más;Gasto medio por hogar;2018;39.190,86
17 Rioja, La;4 y más;Gasto medio por hogar;2017;39.279,79
17 Rioja, La;4 y más;Gasto medio por hogar;2016;36.559,28
17 Rioja, La;4 y más;Gasto medio por hogar;2015;34.724,68
17 Rioja, La;4 y más;Gasto medio por hogar;2014;36.524,56
17 Rioja, La;4 y más;Gasto medio por hogar;2013;34.125,18
17 Rioja, La;4 y más;Gasto medio por hogar;2012;34.435,41
17 Rioja, La;4 y más;Gasto medio por hogar;2011;37.145,57
17 Rioja, La;4 y más;Gasto medio por hogar;2010;37.038,49
17 Rioja, La;4 y más;Gasto medio por hogar;2009;37.907,46
17 Rioja, La;4 y más;Gasto medio por hogar;2008;38.455,27
17 Rioja, La;4 y más;Gasto medio por hogar;2007;40.696,27
17 Rioja, La;4 y más;Gasto medio por hogar;2006;38.140,68
17 Rioja, La;4 y más;Gasto medio por persona;2019;9.303,00
17 Rioja, La;4 y más;Gasto medio por persona;2018;9.162,35
17 Rioja, La;4 y más;Gasto medio por persona;2017;9.161,85
17 Rioja, La;4 y más;Gasto medio por persona;2016;8.508,48
17 Rioja, La;4 y más;Gasto medio por persona;2015;8.053,28
17 Rioja, La;4 y más;Gasto medio por persona;2014;8.447,43
17 Rioja, La;4 y más;Gasto medio por persona;2013;7.862,91
17 Rioja, La;4 y más;Gasto medio por persona;2012;7.900,71
17 Rioja, La;4 y más;Gasto medio por persona;2011;8.489,69
17 Rioja, La;4 y más;Gasto medio por persona;2010;8.428,31
17 Rioja, La;4 y más;Gasto medio por persona;2009;8.587,76
17 Rioja, La;4 y más;Gasto medio por persona;2008;8.679,49
17 Rioja, La;4 y más;Gasto medio por persona;2007;9.167,97
17 Rioja, La;4 y más;Gasto medio por persona;2006;8.582,63
17 Rioja, La;4 y más;Gasto medio por unidad de consumo;2019;16.402,27
17 Rioja, La;4 y más;Gasto medio por unidad de consumo;2018;16.244,61
17 Rioja, La;4 y más;Gasto medio por unidad de consumo;2017;16.157,48
17 Rioja, La;4 y más;Gasto medio por unidad de consumo;2016;15.118,60
17 Rioja, La;4 y más;Gasto medio por unidad de consumo;2015;14.293,18
17 Rioja, La;4 y más;Gasto medio por unidad de consumo;2014;14.980,83
17 Rioja, La;4 y más;Gasto medio por unidad de consumo;2013;13.975,96
17 Rioja, La;4 y más;Gasto medio por unidad de consumo;2012;14.025,34
17 Rioja, La;4 y más;Gasto medio por unidad de consumo;2011;15.005,55
17 Rioja, La;4 y más;Gasto medio por unidad de consumo;2010;14.895,39
17 Rioja, La;4 y más;Gasto medio por unidad de consumo;2009;15.094,51
17 Rioja, La;4 y más;Gasto medio por unidad de consumo;2008;15.270,27
17 Rioja, La;4 y más;Gasto medio por unidad de consumo;2007;16.134,54
17 Rioja, La;4 y más;Gasto medio por unidad de consumo;2006;15.036,09
17 Rioja, La;4 y más;Índice sobre la media del gmp;2019;75,82
17 Rioja, La;4 y más;Índice sobre la media del gmp;2018;77,31
17 Rioja, La;4 y más;Índice sobre la media del gmp;2017;77,39
17 Rioja, La;4 y más;Índice sobre la media del gmp;2016;75,26
17 Rioja, La;4 y más;Índice sobre la media del gmp;2015;73,45
17 Rioja, La;4 y más;Índice sobre la media del gmp;2014;76,73
17 Rioja, La;4 y más;Índice sobre la media del gmp;2013;71,72
17 Rioja, La;4 y más;Índice sobre la media del gmp;2012;73,52
17 Rioja, La;4 y más;Índice sobre la media del gmp;2011;74,57
17 Rioja, La;4 y más;Índice sobre la media del gmp;2010;74,82
17 Rioja, La;4 y más;Índice sobre la media del gmp;2009;77,02
17 Rioja, La;4 y más;Índice sobre la media del gmp;2008;78,22
17 Rioja, La;4 y más;Índice sobre la media del gmp;2007;81,46
17 Rioja, La;4 y más;Índice sobre la media del gmp;2006;83,13
18 Ceuta;Total;Gasto total;2019;787.106,36
18 Ceuta;Total;Gasto total;2018;734.953,36
18 Ceuta;Total;Gasto total;2017;876.724,49
18 Ceuta;Total;Gasto total;2016;809.278,72
18 Ceuta;Total;Gasto total;2015;682.436,68
18 Ceuta;Total;Gasto total;2014;768.624,14
18 Ceuta;Total;Gasto total;2013;654.554,39
18 Ceuta;Total;Gasto total;2012;785.681,29
